0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:21 +0800] "GET /test2/DeleteBook.action?id=Machine%20Learning%20in%20Action HTTP/1.1" 200 1824
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:29 +0800] "GET /test2/addNewWhat HTTP/1.1" 200 1667
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:39 +0800] "GET /test2/searchResult HTTP/1.1" 200 1702
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:40 +0800] "GET /test2/addNewWhat HTTP/1.1" 200 1667
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:50 +0800] "POST /test2/AddNewWhat.action HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:02:57 +0800] "POST /test2/AddNewAuthor.action HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:03:29 +0800] "POST /test2/AddNewBook.action HTTP/1.1" 200 1737
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:03:30 +0800] "GET /test2/ListAndUpdateBook.action HTTP/1.1" 200 5788
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:04:03 +0800] "GET /test2/DeleteBook.action?id=Walk%20Like%20a%20Hot%20Chicken HTTP/1.1" 200 1814
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:04:05 +0800] "GET /test2/addNewWhat HTTP/1.1" 200 1667
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:04:10 +0800] "POST /test2/AddNewWhat.action HTTP/1.1" 200 2052
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:04:18 +0800] "POST /test2/AddNewAuthor.action HTTP/1.1" 200 2482
0:0:0:0:0:0:0:1 - - [09/Oct/2016:16:04:55 +0800] "POST /test2/AddNewBook.action HTTP/1.1" 200 1737
